qid1	qid2	score	label
33949786	39691902	0.49806364757490457	0
33949786	38743506	0.4063376050938848	0
33949786	40685452	0.36108685593777745	0
33949786	45219736	0.36075935708420753	0
33949786	42330839	0.2787423633514376	0
33949786	40994583	0.2612826980584028	0
33949786	44675051	0.2347889959719218	0
33949786	44461197	0.20848802996067298	0
33949786	29919353	0.20435791546191237	0
33949786	33992029	0.19190137425828832	1
33949786	21656062	0.17301942142683613	0
33949786	46474658	0.16156441899053547	0
33949786	45110098	0.1529640981358453	0
33949786	45266976	0.14517830289056927	0
33949786	47485023	0.11641544320545562	0
33949786	41783136	0.11020107777662555	0
33949786	30896883	0.07179805299358422	0
33949786	44779851	0.059552585485928296	0
33949786	43240604	0.023825462019058167	0
33949786	33723459	0.01765077608834994	0
33949786	33018752	0.0	0
33949786	28284110	0.0	0
33949786	4162603	0.0	0
33949786	21528127	0.0	0
33949786	4114921	0.0	0
33949786	28018097	0.0	0
33949786	21369139	0.0	0
33949786	45578535	0.0	0
33949786	19984917	0.0	0
33949786	27824979	0.0	0
11096617	41732738	0.4140003835156338	0
11096617	6420322	0.36282595405187124	0
11096617	9146890	0.36254778501500673	0
11096617	16240782	0.3335622039275611	0
11096617	35226793	0.2957253918569983	0
11096617	18265023	0.27816377489780186	0
11096617	17361576	0.2696418437819659	0
11096617	47369809	0.26787124719745	0
11096617	6874149	0.25007637670930555	0
11096617	2988548	0.23844033404621182	0
11096617	38046733	0.23290862394515455	0
11096617	22122065	0.20982983350483156	0
11096617	17820531	0.20819854929636597	0
11096617	45484505	0.20663020047848002	0
11096617	4938089	0.19694744915331241	0
11096617	33445812	0.19588537576683726	0
11096617	38796217	0.1855220343592698	0
11096617	8466768	0.15411113053953562	0
11096617	45735109	0.13095692605828135	0
11096617	31491028	0.09119264570997233	0
11096617	24978121	0.09081108473207651	1
11096617	17768563	0.08468058095069912	0
11096617	32007311	0.08125159550025057	0
11096617	1697702	0.08043047673383572	0
11096617	31497815	0.05338666699372914	0
11096617	42060772	0.02777088254095712	0
11096617	23722455	0.0	0
11096617	21113071	0.0	0
11096617	45609619	0.0	0
11096617	22739701	0.0	0
14611240	23389141	0.599478079376344	0
14611240	44517754	0.5408518015486743	0
14611240	12676634	0.5038588278082221	0
14611240	5190346	0.4424902086580461	0
14611240	18433193	0.43001946469280866	0
14611240	3058723	0.4250350974005729	1
14611240	33523731	0.42086581443635124	0
14611240	17156943	0.3935295264049925	0
14611240	32875963	0.3911258547076064	0
14611240	38001160	0.38652023079440756	0
14611240	20014179	0.36219474739670576	0
14611240	46307436	0.3617546187679049	0
14611240	1580504	0.3558303187206784	0
14611240	10212493	0.34846083555166085	0
14611240	37201868	0.33237367072397395	0
14611240	14029085	0.32602595540692775	0
14611240	32597082	0.3034021191124161	0
14611240	1906184	0.2800437077632195	0
14611240	3931649	0.27544764426060087	0
14611240	2690971	0.2676936961250336	0
14611240	16538216	0.23824444322183017	0
14611240	21773160	0.1773400404100101	0
14611240	29317803	0.16657145705604642	0
14611240	33574391	0.16629649552959128	0
14611240	20775149	0.16417931018355716	0
14611240	3588785	0.1492792095779345	0
14611240	23844233	0.1181576175349469	0
14611240	22442564	0.09514076905362151	0
14611240	16739894	0.08857048092748275	0
14611240	13586420	0.06557072186992602	0
46651581	45265382	0.32790360448937705	0
46651581	30687938	0.32386584082514663	0
46651581	16593246	0.2998904972777069	0
46651581	34128430	0.269232431857479	0
46651581	35237289	0.2631370883901963	0
46651581	33812902	0.26308951425491633	0
46651581	29742629	0.22989410630735982	0
46651581	8282662	0.21047353128046092	0
46651581	8975818	0.18953771541606232	0
46651581	43887588	0.18614503300998436	0
46651581	3142901	0.16997196188561614	0
46651581	23451910	0.16947258513283953	0
46651581	23497710	0.1639198380860802	0
46651581	36002884	0.16057718162913137	0
46651581	41323039	0.13872006863466654	0
46651581	38275243	0.1368282220958825	0
46651581	6018986	0.13493115436608305	0
46651581	33443104	0.13241815173340432	0
46651581	16074376	0.11708276320503568	0
46651581	14735427	0.10995909616559778	0
46651581	40265164	0.10607205103447279	0
46651581	43162867	0.09297144050006828	0
46651581	6999522	0.08440792227317127	0
46651581	39572603	0.05993147967959235	0
46651581	47060586	0.058958343304777484	0
46651581	17845366	0.034802298421669105	0
46651581	45318536	0.011760631495799888	0
46651581	44623376	0.0	1
46651581	35236953	0.0	0
46651581	23478217	0.0	0
42146482	20908047	0.6106983221369214	1
42146482	2945017	0.5056002014779988	0
42146482	30283435	0.49249631049144404	0
42146482	22242730	0.3950847152640789	0
42146482	27088562	0.37089021361905666	0
42146482	43359623	0.37010410025152707	0
42146482	19182281	0.35251390887795925	0
42146482	20297249	0.3502082568251156	0
42146482	33689705	0.3413079763514503	0
42146482	29290874	0.332311150698255	0
42146482	40016521	0.3297121198511198	0
42146482	35856654	0.3172926422128253	0
42146482	41386021	0.3131476218470617	0
42146482	1344308	0.2963073621575897	0
42146482	29387920	0.2918055567059159	0
42146482	32564117	0.286001541818689	0
42146482	2247394	0.26687280317084944	0
42146482	4111685	0.2570950032794645	0
42146482	31156424	0.21087557679808963	0
42146482	46903261	0.20173537125577035	0
42146482	20255294	0.19832295951462614	0
42146482	21364883	0.19716040639331817	0
42146482	36978895	0.17755627311959496	0
42146482	41685478	0.16723348168864297	0
42146482	33536785	0.14748182529877965	0
42146482	17686822	0.125555589550963	0
42146482	35707977	0.12428945656693459	0
42146482	45449205	0.0633786207715339	0
42146482	32785760	0.061988857218909725	0
42146482	27227894	0.032425026202509394	0
14472795	36960576	0.660209994036211	0
14472795	9907670	0.5691247481693751	1
14472795	41387503	0.5509314158542555	0
14472795	2589479	0.538738488105683	0
14472795	24002449	0.521726228012382	0
14472795	27885989	0.5094587727759339	0
14472795	1937622	0.5070253466727265	0
14472795	23158766	0.48507631179794963	0
14472795	3429985	0.44892422040454644	0
14472795	1988599	0.4409268615008937	0
14472795	8474670	0.437209606398301	0
14472795	41640925	0.4298934419248998	0
14472795	22467845	0.41975427134987003	0
14472795	17194657	0.40541299582110907	0
14472795	11619169	0.39993133513539453	0
14472795	20943199	0.3999207799311137	0
14472795	31876619	0.3871504326524375	0
14472795	13169456	0.38299668349399946	0
14472795	35536552	0.3435731256865539	0
14472795	28271051	0.3193689830994078	0
14472795	18151994	0.3088936821952134	0
14472795	28988281	0.21195264372713712	0
14472795	5055942	0.2098893383371225	0
14472795	27890054	0.18403174213159437	0
14472795	5055812	0.17124909765056706	0
14472795	33512126	0.15274172685851692	0
14472795	22859493	0.14642794433305528	0
14472795	32179040	0.1266613529112553	0
14472795	24766561	0.030702316002711033	0
14472795	7239315	0.0	0
1802971	47492657	0.4679774816292285	0
1802971	27083417	0.46366971898048165	0
1802971	33745649	0.42383234791196206	0
1802971	29020916	0.4121378864261571	0
1802971	24380296	0.41064849267964987	0
1802971	35806688	0.3857827620814272	0
1802971	14920342	0.3192040378910384	0
1802971	13500883	0.2520155399307883	0
1802971	37963429	0.19359590817608796	0
1802971	19953743	0.18559797329097913	0
1802971	45720387	0.09460253611031556	0
1802971	44393191	0.07948085288453514	0
1802971	33310772	0.06383352403776578	0
1802971	46382559	0.06127905784127983	0
1802971	2963654	0.0	1
1802971	13317003	0.0	0
1802971	21770282	0.0	0
1802971	7465590	0.0	0
1802971	37780785	0.0	0
1802971	23517952	0.0	0
1802971	12360860	0.0	0
1802971	15190632	0.0	0
1802971	46299570	0.0	0
1802971	37500913	0.0	0
1802971	28301892	0.0	0
1802971	26238443	0.0	0
1802971	39817199	0.0	0
1802971	23185342	0.0	0
1802971	27827910	0.0	0
1802971	14804084	0.0	0
26302575	4552380	0.39532009300441284	0
26302575	12069236	0.33122172769590563	0
26302575	34360444	0.3141022982054851	0
26302575	7990790	0.31115242121354714	0
26302575	13621110	0.2992369735805864	0
26302575	38276487	0.2627397215632265	0
26302575	20291962	0.25910868472783904	0
26302575	17333014	0.2550014865569599	1
26302575	36288746	0.24573111570645392	0
26302575	7942547	0.20399588831819013	0
26302575	43020988	0.1831325128169997	0
26302575	14347476	0.1584438484294625	0
26302575	8895208	0.1538636660766499	0
26302575	30906571	0.1471479432705905	0
26302575	7300230	0.14708443362941995	0
26302575	1958219	0.1455804121695427	0
26302575	22757867	0.13358090069202905	0
26302575	29949970	0.1327032496434719	0
26302575	37429476	0.12547127762812105	0
26302575	39891387	0.1224018908461322	0
26302575	2432527	0.10921951129345181	0
26302575	1520031	0.09938724141394889	0
26302575	46920027	0.09768792689885145	0
26302575	46274518	0.093678680113526	0
26302575	41491192	0.060792938393532045	0
26302575	40499188	0.0	0
26302575	30314882	0.0	0
26302575	20937866	0.0	0
26302575	29083939	0.0	0
26302575	41047901	0.0	0
16756613	17315817	0.7241797703865179	0
16756613	45309917	0.47787562729365174	0
16756613	46875395	0.33063949897211653	0
16756613	35642133	0.29107899667072124	0
16756613	32281568	0.26746952270731966	0
16756613	42400430	0.2624704418387024	0
16756613	16662981	0.26132035906959133	0
16756613	11838075	0.21405137991909495	0
16756613	41209874	0.1782766230235016	0
16756613	47607515	0.1720287739923474	0
16756613	41542993	0.1600046279699977	0
16756613	21624060	0.131106742947832	0
16756613	20019547	0.12028282448775929	0
16756613	27893708	0.11844750167012665	0
16756613	17656320	0.10972912218895854	1
16756613	13004353	0.08909293020596594	0
16756613	11358483	0.08085650008572723	0
16756613	40688654	0.07611212959897684	0
16756613	21329495	0.07248494244650837	0
16756613	36332601	0.04746568977527778	0
16756613	28543285	0.04698253453865175	0
16756613	22633115	0.028815020693616068	0
16756613	23358407	0.020779599720173236	0
16756613	35489895	0.019119299150901832	0
16756613	25548301	0.01518933231207002	0
16756613	46327941	0.013884402630165415	0
16756613	22102820	0.0	0
16756613	27901211	0.0	0
16756613	38425634	0.0	0
16756613	4986906	0.0	0
21024066	12286607	0.5345279617986398	0
21024066	11917547	0.48136099405172217	1
21024066	42481203	0.41432794550701135	0
21024066	20520246	0.36764667649347216	0
21024066	37790429	0.3443871891571249	0
21024066	35027279	0.33695162111997967	0
21024066	38475268	0.27989090456744153	0
21024066	43330205	0.2767832927111156	0
21024066	24997925	0.2582849666836725	0
21024066	34879424	0.25617550778360204	0
21024066	37662897	0.233892674573563	0
21024066	39041865	0.22699908875704986	0
21024066	45470882	0.22348584694650972	0
21024066	38445715	0.22200226073892665	0
21024066	45690898	0.20913236378591646	0
21024066	30849910	0.20066525143031633	0
21024066	45916344	0.1932754914152049	0
21024066	33653846	0.18201561834350832	0
21024066	38303661	0.13725052065112633	0
21024066	24791566	0.13628609348011106	0
21024066	43255167	0.12507020523901066	0
21024066	19572409	0.12386778592606033	0
21024066	36577606	0.1018540683232039	0
21024066	38790360	0.09033637907877148	0
21024066	35788626	0.08088017060240231	0
21024066	44712965	0.07505135372958999	0
21024066	32403877	0.06848993225512169	0
21024066	47579274	0.027612487187793723	0
21024066	32095943	0.02611464850870885	0
21024066	28853457	0.0	0
9520609	24692174	0.6478215182529133	0
9520609	41805841	0.5851486827511392	0
9520609	25609153	0.5344588059879338	0
9520609	11551043	0.4048662872527157	0
9520609	7206272	0.32255386331130226	1
9520609	20951864	0.3171557893309941	0
9520609	20083132	0.2856943945529838	0
9520609	12249443	0.28422468900118536	0
9520609	1911690	0.28218284265430293	0
9520609	46436807	0.257801985996107	0
9520609	7159644	0.23680808670342093	0
9520609	11499507	0.23667354407494814	0
9520609	38362714	0.234684652035341	0
