qid1	qid2	score	label
3280323	13751802	1.0	0
3280323	36854212	0.9636802530915661	0
3280323	36569633	0.8887068422869726	0
3280323	25661359	0.869754935104793	0
3280323	38611192	0.8524617765014021	0
3280323	43105674	0.8515989519565534	0
3280323	43603604	0.8162971835584367	0
3280323	40215588	0.8046230077713161	0
3280323	23681474	0.7732398504760116	1
3280323	2914095	0.7732398504760116	0
3280323	11392186	0.7707298289549086	0
3280323	3274908	0.7607029435985901	0
3280323	34762735	0.7546590788296577	0
3280323	32258201	0.7542056863405834	0
3280323	33465716	0.6954596139375937	0
3280323	42266899	0.625305708654925	0
3280323	21891881	0.615812503850003	0
3280323	32257527	0.5703216938582151	0
3280323	34015957	0.5203544547448621	0
3280323	45056083	0.5081890395794098	0
3280323	38269987	0.500288317383925	0
3280323	4822852	0.4992333659920027	0
3280323	47214442	0.4606117972446287	0
3280323	13669786	0.4587677991166176	0
3280323	44786936	0.35060328629348625	0
3280323	47420784	0.33604825522922727	0
3280323	22154781	0.3287429347553923	0
3280323	25187261	0.29685747045464594	0
3280323	7765767	0.25867554734272413	0
3280323	13493569	0.0	0
24873546	41058343	1.0	1
24873546	43180378	0.89023026178194	0
24873546	33875239	0.8162011483094213	0
24873546	10195193	0.7173348814365494	0
24873546	6692751	0.7156904259862812	0
24873546	9826174	0.6978577403950077	0
24873546	37394672	0.6672217094154311	0
24873546	37483841	0.6426746863184922	0
24873546	11684389	0.6162794359865846	0
24873546	21898492	0.5997718132981927	0
24873546	18224109	0.5921547905091347	0
24873546	8161459	0.5804440996717883	0
24873546	22186576	0.5735996363224418	0
24873546	21222757	0.5618708802548957	0
24873546	32046974	0.5390054465630844	0
24873546	23858219	0.5308598027894531	0
24873546	23100181	0.5233260344452526	0
24873546	42951766	0.5202120077327537	0
24873546	44770792	0.4965502294670865	0
24873546	27188795	0.476305201766339	0
24873546	13099007	0.47585450257342815	0
24873546	874480	0.43285166076783604	0
24873546	7176970	0.40310215206567646	0
24873546	13685821	0.34764507349262136	0
24873546	836288	0.32397685065885984	0
24873546	23651347	0.3168089892413659	0
24873546	10580396	0.29868153513073736	0
24873546	34642734	0.24501855643820256	0
24873546	5614171	0.23398112990301254	0
24873546	14877809	0.12069094062944391	0
11580304	22165947	1.0	0
11580304	2522125	0.9485069087147631	1
11580304	17569775	0.8675856683373142	0
11580304	42454240	0.852312680760617	0
11580304	5029251	0.8222633177067362	0
11580304	24437500	0.8067710562925106	0
11580304	18701990	0.7883631215692846	0
11580304	5219922	0.7607497067884772	0
11580304	3844241	0.7318770210279243	0
